title,url,location,price,property_type,posted_by,description,Extracted_Locality,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
Nambiar District 25,https://www.99acres.com/nambiar-district-25-sarjapur-road-bangalore-east-npxid-r432506,"in Sarjapur Road, Bangalore","₹93.75 L, ₹1.5 - 1.85 Cr, ₹2.09 - 2.81 Cr, ₹2.89 - 3.98 Cr","1, 2, 3, 4 BHK Apartment",Nambiar Builders,"Here are beautifully built 1,2,3,4 BHK apartments in Sarjapur Road, available for sale at Nambiar District 25. This society offers apartments in the price range of Rs. 93.75 L - 3.98 Cr. Nambiar District 25 apartments are available in multiples sizes, ranging from 750 - 2,950 sqft SUPER area. This society is RERA approved and PRM/KA/RERA/1251/308/PR/100125/007377 is the RERA number",Sarjapur,21243750,"[1, 2, 3, 4]",2950,7201.27,East,6.66777629826898,8.16221322056453,10,9,7.5,9.5,0,272,10,71.5,82.2,76.8
Assetz Trees and Tandem,https://www.99acres.com/assetz-trees-and-tandem-sarjapur-road-bangalore-east-npxid-r442221,"in Sarjapur Road, Bangalore",₹2.26 - 2.57 Cr,3 BHK Apartment,Assetz Property Group,"Check out 3 BHK apartments in Sarjapur Road, now available for sale at Assetz Trees and Tandem. This society offers apartments in the price range of Rs. 2.26 - 2.57 Cr. Apartments in Assetz Trees and Tandem have CARPET area ranging between 1,431 - 1,647 sqft. Assetz Trees and Tandem 's RERA registration number is PRM/KA/RERA/1251/308/PR/280325/007636",Sarjapur,24150000,[3],1647,14663.02,East,2.53677636167649,3.39941758159832,9,9,7.5,9.5,0,272,10,49.8,70.2,60
Trifecta Vanto,https://www.99acres.com/trifecta-vanto-sarjapur-road-bangalore-east-npxid-r426777,"in Sarjapur Road, Bangalore","₹1.17 - 1.31 Cr, ₹1.42 - 2.04 Cr","2, 3 BHK Apartment",Trifecta Projects,"Spacious 2,3 BHK apartments in Sarjapur Road are available for sale.Check out latest property options at Trifecta Vanto housing society. Trifecta Vanto 's RERA registration number is PRM/KA/RERA/1251/446/PR/190424/006813. Apartments in this complex are available in price range of Rs. 1.17 - 2.04 Cr. Trifecta Vanto has apartments in multiple configurations, in range of 1,085 - 1,890 sqft",Sarjapur,14850000,"[2, 3]",1890,7857.14,East,3.30717773127893,7.74357486150281,9,9,7.5,9.5,0,272,10,56.8,81.1,68.9
Brigade Eternia,https://www.99acres.com/brigade-eternia-yelahanka-bangalore-north-npxid-r440936,"in Yelahanka, Bangalore","₹2.16 - 3.25 Cr, ₹4.17 - 4.38 Cr","1, 3, 4 BHK Apartment",Brigade Group,"Looking for your dream home? Explore 1,3,4 BHK apartments in Yelahanka, now available in Brigade Eternia. This society is RERA approved and PRM/KA/RERA/1251/309/PR/070325/007559 is the RERA number. Brigade Eternia apartments are available in multiples sizes, ranging from 700 - 2,926 sqft SUPER area. Apartments in this complex are available in price range of Rs. 2.16 - 4.38 Cr",Yelahanka,34900000,"[1, 3, 4]",2926,11927.55,North,6.59168727411071,5.14545364371818,10,9,8,9.3,0,71,2.5830258302583,69.2,62.8,66
Sumadhura Pramoda,https://www.99acres.com/sumadhura-pramoda-rajarajeshwari-nagar-bangalore-west-npxid-r441733,"in Rajarajeshwari Nagar, Bangalore","₹1.35 Cr, ₹1.7 - 2.15 Cr","2, 3 BHK Apartment",Sumadhura Group,"Check out 2,3 BHK apartments in Rajarajeshwari Nagar, now available for sale at Sumadhura Pramoda. Apartment prices in this housing society vary in the range of Rs. 1.35 - 2.15 Cr. Sumadhura Pramoda apartments are available in multiples sizes, ranging from 1,390 - 2,055 sqft SUPER area. This society is RERA approved and PRM/KA/RERA/1251/310/PR/250325/007625 is the RERA number",Rajarajeshwari Nagar,16375000,"[2, 3]",2055,7968.37,West,3.830289772367,7.67257733961824,9,9,6.8,7.4,0,27,0.959409594095941,57.2,60,58.6
Mahaveer Ranches,https://www.99acres.com/mahaveer-ranches-hosa-road-bangalore-south-npxid-r32208,"in Hosa Road, Bangalore","₹1.39 - 1.64 Cr, ₹1.82 - 2.7 Cr","2, 3 BHK Apartment",Mahaveer Group,"Choose your dream home from the wide variety of 2,3 BHK apartments in Hosa Road, available for sale in Mahaveer Ranches. Apartments in this complex are available in price range of Rs. 1.39 - 2.7 Cr. Mahaveer Ranches has apartments in multiple configurations, in range of 1,161 - 1,725 sqft. Mahaveer Ranches is a RERA- registered society and PRM/KA/RERA/1251/310/PR/171015/000421 is the RERA registration number",Hosa Road,18875000,"[2, 3]",1725,10942.03,South,2.78406569019086,5.77450585775832,9,9,9.2,8.2,0,24,0.848708487084871,56.4,57.9,57.2
Lodha Mirabelle,https://www.99acres.com/lodha-mirabelle-hebbal-bangalore-north-npxid-r416159,"in Hebbal, Bangalore","₹1.49 Cr, ₹3 - 4.32 Cr, ₹4.6 - 5.43 Cr","2, 3, 4 BHK Apartment",Lodha Developers Limited,"Finest 2,3,4 BHK apartments in Hebbal available for sale in Lodha Mirabelle . Apartments in this complex are available in price range of Rs. 1.49 - 5.43 Cr. Lodha Mirabelle is a RERA- registered society and PRM/KA/RERA/1251/309/PR/131023/006321 is the RERA registration number. Lodha Mirabelle has apartments in multiple configurations, in range of 959 - 1,950 sqft",Hebbal,33883333,"[2, 3, 4]",1950,17376.07,North,3.49740029167459,1.66769208713693,10,9,8,9.3,0,23,0.811808118081181,54.9,51.4,53.2
Century Marathahalli,https://www.99acres.com/century-marathahalli-marathahalli-bangalore-east-npxid-r455567,"in Marathahalli, Bangalore","₹2.16 Cr, ₹2.6 - 3.75 Cr, ₹4.85 Cr","2, 3, 4 BHK Apartment",Century Real Estate Holdings,"Century Marathahalli society now offers elegantly built 2,3,4 BHK apartments in Marathahalli. Prices of apartments in this project, vary between Rs. 2.16 - 4.85 Cr. Apartments in Century Marathahalli have SUPER area ranging between 1,375 - 3,115 sqft. Century Marathahalli is a RERA- registered society and PRM/KA/RERA/1251/446/PR/181025/008182 is the RERA registration number",Marathahalli,33950000,"[2, 3, 4]",3115,10898.88,East,7.19088833935705,5.80204827499575,10,9,7.5,9.5,0,51,1.8450184501845,71,64,67.5
Sumadhura Panorama,https://www.99acres.com/sumadhura-panorama-devanahalli-bangalore-north-npxid-r437889,"in Devanahalli, Bangalore",₹1.2 - 2.4 Cr,Land,Sumadhura Group,"Land in Devanahalli are now available for sale in Sumadhura Panorama. Land will be available for possession from Dec, 2027. Land prices in projectName vary in the range of Rs. 1.2 - 2.4 Cr. Sizes of these property options are in the bracket of 1,500 - 3,001 sqft",Devanahalli,18000000,[],3001,5998,North,6.82946547460529,8.93025411023503,5,5,8,9.3,0,74,2.69372693726937,61.3,66.4,63.8
Bilva 2 by Bhavisha Homes,https://www.99acres.com/bilva-2-by-bhavisha-homes-sarjapur-road-bangalore-east-npxid-r442002,"in Sarjapur Road, Bangalore",₹1.69 - 1.7 Cr,3 BHK Apartment,Bhavisha Properties,"Here are beautifully built 3 BHK apartments in Sarjapur Road, available for sale at Bilva 2 by Bhavisha Homes. Apartment prices in this housing society vary in the range of Rs. 1.69 - 1.7 Cr. Bilva 2 by Bhavisha Homes apartments are available in multiples sizes, ranging from 1,933 - 1,945 sqft SUPER area. Bilva 2 by Bhavisha Homes 's RERA registration number is PRM/KA/RERA/1251/308/PR/280325/007639",Sarjapur,16950000,[3],1945,8714.65,East,3.48154841164162,7.19623075477585,9,9,7.5,9.5,0,272,10,56.9,79.7,68.3
Wone 8 Royal Nest,https://www.99acres.com/wone-8-royal-nest-sarjapur-bangalore-east-npxid-r451507,"in Sarjapur, Bangalore","₹42.13 L, ₹81.19 - 97.15 L, ₹1.11 - 1.35 Cr","1, 2, 3 BHK Apartment",Wone 8 Estates,"Choose your dream home from the wide variety of 1,2,3 BHK apartments in Sarjapur, available for sale in Wone 8 Royal Nest. Apartment prices in this housing society vary in the range of Rs. 42.13 L - 1.35 Cr. Wone 8 Royal Nest 's RERA registration number is PRM/KA/RERA/1251/308/PR/180825/008007. Wone 8 Royal Nest apartments are available in multiples sizes, ranging from 602 - 1,932 sqft SUPER area",Sarjapur,8476667,"[1, 2, 3]",1932,4387.51,East,3.44033352355589,9.95822137643916,9,9,7.5,9.5,0,272,10,59.5,86.6,73
Chamundi Amber Woods,https://www.99acres.com/chamundi-amber-woods-kanakapura-road-bangalore-south-npxid-r105201,"in Kanakapura Road, Bangalore",₹1.29 - 1.61 Cr,3 BHK Apartment,Chamundi Builders,"Check out 3 BHK apartments in Kanakapura Road, now available for sale at Chamundi Amber Woods. Apartments in this complex are available in price range of Rs. 1.29 - 1.61 Cr. Here units have different sizes, mostly in range of 1,428 - 1,794 sqft SUPER area. The housing society is RERA-registered with PRM/KA/RERA/1251/310/PR/180120/001486 registration number",Kanakapura,14500000,[3],1794,8082.5,South,3.00282163464587,7.599728763041,9,9,9.2,8.2,0,45,1.62361623616236,59,63.6,61.3
HM Scottsville,https://www.99acres.com/hm-scottsville-sarjapur-road-bangalore-east-npxid-r158059,"in Sarjapur Road, Bangalore","₹1.7 - 1.99 Cr, ₹1.83 - 2.17 Cr","2, 3 BHK Apartment",HM Group,"HM Scottsville society now offers elegantly built 2,3 BHK apartments in Sarjapur Road. Apartments in this complex are available in price range of Rs. 1.7 - 2.17 Cr. HM Scottsville apartments are available in multiples sizes, ranging from 1,414 - 1,808 sqft SUPER area. The housing society is RERA-registered with PRM/KA/RERA/1251/446/PR/181224/007307 registration number",Sarjapur,19225000,"[2, 3]",1808,10633.3,East,3.04720689873819,5.97156658716068,9,9,7.5,9.5,0,272,10,54.1,76.7,65.4
Trifecta Verde En Resplandor Phase 3,https://www.99acres.com/trifecta-verde-en-resplandor-phase-3-whitefield-bangalore-east-npxid-r376142,"in Whitefield, Bangalore",₹2.83 - 4.23 Cr,4 BHK Villa,Trifecta Projects,"Check out 4 BHK Villa in Trifecta Verde En Resplandor Phase 3, located in Whitefield. Villas in Trifecta Verde En Resplandor Phase 3 will cost you in the range of Rs. 2.83 - 4.23 Cr. Swimming Pool, Gymnasium and Club House are some of the amenities offered here in this project. Trifecta Verde En Resplandor Phase 3 Villas are Under Construction",Whitefield,35300000,[4],4320,8171.3,East,10,7.54304819176212,10,6,7.5,9.5,1.5,179,6.56826568265683,84,72.5,78.2
Assetz Canvas and Cove,https://www.99acres.com/assetz-canvas-and-cove-begur-bangalore-south-npxid-r367669,"in Begur, Bangalore",₹1.75 - 2.73 Cr,3 BHK Apartment,Assetz Property Group,"Assetz Canvas and Cove, one of the known housing societes in Bangalore South, brings classic yet modern 3 BHK apartments in Begur. Assetz Canvas and Cove 's RERA registration number is PRM/KA/RERA/1251/310/PR/200702/003480. Apartments in Assetz Canvas and Cove have SUPER area ranging between 1,501 - 2,345 sqft. Prices of apartments in this project, vary between Rs. 1.75 - 2.73 Cr",Begur,22400000,[3],2345,9552.24,South,4.74969881427937,6.66160147890334,9,9,9.2,8.2,0,21,0.738007380073801,64.2,60,62.1
HM Indigo,https://www.99acres.com/hm-indigo-9th-phase-jp-nagar-bangalore-south-npxid-r16778,"in 9th Phase JP Nagar, Bangalore","₹1.2 - 1.51 Cr, ₹1.62 - 1.9 Cr","2, 3 BHK Apartment",HM Group,"Here are beautifully built 2,3 BHK apartments in 9th Phase JP Nagar, available for sale at HM Indigo. HM Indigo 's RERA registration number is PRM/KA/RERA/1251/310/PR/180208/001354. Apartments in HM Indigo have SUPER area ranging between 1,164 - 1,846 sqft. This society offers apartments in the price range of Rs. 1.2 - 1.9 Cr",JP Nagar,15575000,"[2, 3]",1846,8437.16,South,3.16768118698878,7.37335115707514,9,9,9.2,8.2,0,35,1.25461254612546,59.4,62.5,61
Concorde Hill Crest,https://www.99acres.com/concorde-hill-crest-chikkaballapur-bangalore-north-npxid-r306817,"in Chikkaballapur, Bangalore",₹40 L - 1.33 Cr,Land,Concorde,"Now invest in Land in Chikkaballapur, coming up at an affordable price in Concorde Hill Crest. Concorde Hill Crest is Ready To Move. Land prices here are in tune of Rs. 40 L - 1.33 Cr. Homebuyers can enjoy amenities such as Swimming Pool, Gymnasium and Children's Play Area in this project",Chikkaballapur,8650000,[],2400,3604.17,North,4.92406949464207,10,5,5,8,9.3,3,12,0.40590405904059,58.7,68.7,63.7
Keya The Urban Forest,https://www.99acres.com/keya-the-urban-forest-sarjapur-road-bangalore-east-npxid-r438999,"in Sarjapur Road, Bangalore","₹1.63 Cr, ₹2.06 - 2.31 Cr, ₹2.89 - 3.19 Cr","2, 3, 4 BHK Apartment",Keya Homes,"Here are beautifully built 2,3,4 BHK apartments in Sarjapur Road, available for sale at Keya The Urban Forest. This society is RERA approved and PRM/KA/RERA/1251/310/PR/200525/007759 is the RERA number. Prices of apartments in this project, vary between Rs. 1.63 - 3.19 Cr. Apartments in Keya The Urban Forest have SUPER area ranging between 1,351 - 2,610 sqft",Sarjapur,22850000,"[2, 3, 4]",2610,8754.79,East,5.58984845602689,7.17060960465046,10,9,7.5,9.5,0,272,10,66.7,79.7,73.2
Trendsquare Akino,https://www.99acres.com/trendsquare-akino-marathahalli-bangalore-east-npxid-r441937,"in Marathahalli, Bangalore","₹1.6 - 1.77 Cr, ₹2.07 - 2.11 Cr","3, 4 BHK Apartment",Trendsquares Constructions,"Here are beautifully built 3,4 BHK apartments in Marathahalli, available for sale at Trendsquare Akino. This society offers apartments in the price range of Rs. 1.6 - 2.11 Cr. Trendsquare Akino has apartments in multiple configurations, in range of 1,550 - 2,010 sqft. This society is RERA approved and PRM/KA/RERA/1251/446/PR/250325/007619 is the RERA number",Marathahalli,18875000,"[3, 4]",2010,9390.55,East,3.68762285207026,6.7648073524403,10,9,7.5,9.5,0,51,1.8450184501845,59.7,66.4,63
Ira By The Banks,https://www.99acres.com/ira-by-the-banks-electronic-city-bangalore-south-npxid-r441894,"in Electronic City, Bangalore","₹2.02 Cr, ₹1.98 - 2.7 Cr","3, 4 BHK Villa",Alcove Properties,"Book 3,4 BHK Villa for sale in Electronic City by Ira By The Banks. Sizes of Villas vary in 2,160 - 2,983 sqft. Villas in Ira By The Banks are Under Construction. Prices of Villas in Ira By The Banks hover between Rs. 1.98 - 2.7 Cr",Electronic City,21800000,"[3, 4]",2983,7308.08,South,6.77239870648659,8.09403696134947,10,9,9.2,8.2,-0.5,50,1.80811808118081,74.7,64.6,69.6
JP Lavender,https://www.99acres.com/jp-lavender-hoskote-bangalore-east-npxid-r428247,"in Hoskote, Bangalore","₹65.68 - 75.46 L, ₹76.45 L - 1 Cr","2, 3 BHK Apartment",JP Housing Corporation,"Spacious 2,3 BHK apartments in Hoskote are available for sale.Check out latest property options at JP Lavender housing society. This society is RERA approved and PRM/KA/RERA/1250/304/PR/180524/006898 is the RERA number. JP Lavender apartments are available in multiples sizes, ranging from 1,075 - 1,640 sqft SUPER area. Apartment prices in this housing society vary in the range of Rs. 65.68 L - 1 Cr",Hoskote,7939750,"[2, 3]",1640,4841.31,East,2.51458372963033,9.66856323177298,9,9,7.5,9.5,0,25,0.885608856088561,56,72.2,64.1
Trishul Happy Homes Arghya,https://www.99acres.com/trishul-happy-homes-arghya-electronics-city-phase-1-bangalore-south-npxid-r430085,"in Electronics City Phase 1, Bangalore","₹49.68 - 55.06 L, ₹65.41 - 68.72 L","2, 3 BHK Apartment",Trishul Builders and Promoters,,Electronics City Phase 1,5971750,"[2, 3]",1311,4555.11,South,1.47153002346078,9.85124318109749,9,9,9.2,8.2,0,16,0.553505535055351,55.9,67.7,61.8
Lodha Azur,https://www.99acres.com/lodha-azur-bannerghatta-road-bangalore-south-npxid-r424462,"in Bannerghatta Road, Bangalore","₹2.3 - 2.99 Cr, ₹3.6 Cr","3, 4 BHK Apartment",Lodha Developers Limited,"Lodha Azur society now offers elegantly built 3,4 BHK apartments in Bannerghatta Road. Prices of apartments in this project, vary between Rs. 2.3 - 3.6 Cr. Apartments in Lodha Azur have CARPET area ranging between 1,265 - 1,983 sqft. Lodha Azur is a RERA- registered society and PRM/KA/RERA/1251/310/PR/220324/006728 is the RERA registration number",Bannerghatta,31225000,"[3, 4]",1983,15746.34,South,3.60202269989221,2.70794014378482,10,9,9.2,8.2,0,63,2.28782287822878,58.7,52.4,55.6
Green City,https://www.99acres.com/green-city-chandapura-bangalore-south-npxid-r410186,"in Chandapura, Bangalore",₹60 L - 1.16 Cr,Land,Best Realty,"Want to invest in Land in Chandapura? Check out Green City, the city's best offering in this category. Land size in Green City is in the range of 1,200 - 2,330 sqft. This project has some top amenities, which include Swimming Pool, Gymnasium and Club House among others. Land prices in this project are around Rs. 60 L - 1.16 Cr",Chandapura,8800000,[],2330,3776.82,South,4.70214317418046,10,5,5,9.2,8.2,2,18,0.627306273062731,59.4,64.1,61.8
Jay Pee Serenity,https://www.99acres.com/jay-pee-serenity-hosur-road-bangalore-south-npxid-r324841,"in Hosur Road, Bangalore","₹1.5 - 2.75 Cr, ₹84 L - 1.68 Cr","3 BHK Villa, Land",JayPee Groups,"Jay Pee Serenity has 3 BHK Villa and Land options to offer in Hosur Road. Swimming Pool, Gymnasium and Club House are some of the amenities offered here. Prices here start from Rs. 84 L. Jay Pee Serenity is a Ready To Move project",Hosur Road,16925000,[],2750,6154.55,South,6.0337010969501,8.83032907156714,5,5,9.2,8.2,4,34,1.21771217712177,64.8,64.1,64.4
Adithi Elysian,https://www.99acres.com/adithi-elysian-varthur-bangalore-east-npxid-r438415,"in Varthur, Bangalore","₹87.48 - 98.52 L, ₹1.3 - 1.45 Cr","2, 3 BHK Apartment",Adithi Projects,"Spacious 2,3 BHK apartments in Varthur are available for sale.Check out latest property options at Adithi Elysian housing society. Adithi Elysian 's RERA registration number is PRM/KA/RERA/1251/446/PR/071124/007203. Here units have different sizes, mostly in range of 1,160 - 1,870 sqft SUPER area. Apartments in this complex are available in price range of Rs. 87.48 L - 1.45 Cr",Varthur,11525000,"[2, 3]",1870,6163.1,East,3.24377021114704,8.82487165169738,9,9,7.5,9.5,0,84,3.06273062730627,57.7,73.4,65.6
Assetz Sora and Saki,https://www.99acres.com/assetz-sora-and-saki-bagalur-bangalore-north-npxid-r424173,"in Bagalur, Bangalore","₹2.01 - 2.14 Cr, ₹2.5 Cr, ₹24.63 L","3, 4 BHK Apartment, 1 RK Studio Apartment",Assetz Property Group,"Assetz Sora and Saki brings you beautifully designed 3 BHK Apartment, 4 BHK Apartment and 1 BHK Studio Apartment in Bagalur. Properties in Assetz Sora and Saki are sized in the range of 248 - 2,168 sqft. Assetz Sora and Saki is a New Launch project. Swimming Pool, Gymnasium and Creche/Day Care are some of the popular amenities offered in this project",Bagalur,16071000,"[3, 4, 1]",2168,7412.82,North,4.18854226111217,8.02718197220814,10,9,8,9.3,1,21,0.738007380073801,64.7,68.2,66.4
